Frontier-arbiter rule simulation — 1489 stored turns from 4 duels (dropped {'lt3_frontier': 70, 'no_greedy': 18, 'no_echo': 23}); frontier = engy glm-5.2 (3 samples @T0.8 + greedy); teacher echoes only, tau=0.03
new-attack echo subset: 203 turns, 8130 Engy teacher echoes (qwen3.8-27b, canonical rendering), $2.07 (7426 echoes / $1.89 recorded by completed runs; the rest priced at that rate) (honest king re-echoed on the same turns so attack comparisons are same-source)

DEFINITIONS
  gate <method>/<F>: F disagrees when its action differs from ALL k teacher refs — exact (norm_action), jacθ (best token-Jaccard < θ),
    surθ (lpC(y_F|∅) < min_i lpC(y_C^i|∅) − θ per byte); F = G (one greedy sample) or S (3 samples @T0.8, strict majority must disagree).
  agree branch = live min(R,G), band_c 4.0 (live_c2 = the stored era's 2.0); disagree branch = the alt:
    act:<sim>:<s> = [mean_j sim(y_A,y_F^j) − mean_ij sim(y_C^i,y_F^j)] × s × sd(live turn scores of the dialect); sim jaccard or exact (0/1)
    RF = centered tempered LME_j[lpC(y_F^j|z_A) − lpC(y_F^j|∅)]; V = mean_j f_j − mean_i a_i; AF = LME_j[lpC(y_A|z_F^j) − lpC(y_A|∅)]
    minRFG = min(RF, G); minVG = min(V, G). Echo-space alts always use the 3 sampled F refs; act uses the gate's F set.
  |sd = every leg standardised per dialect by (mu, sd) of the TEACHER's own leave-one-out values (R, RF, V, act; AF anchored on king+challenger,
    no teacher_own echo exists); thought leg = 2 − |m − mean(t_i)|/sigma_t with sigma_t = pooled within-turn sd of t_i per dialect.
    No cross echoes lpC(y_C^i|z_C^j), i≠j, exist in this data, so the anchor is the teacher's ref-0 thought on refs 1..2 (one LOO value per turn).
  wB_<mode>/<F> = variant B: teacher refs weighted by mean Jaccard to the F set (softmax at T or hard 1[sim≥0.5]); R = weighted centered LME, G from weighted mu/sd.
  HEADROOM (leave-one-out: ref 0 and F sample 0 dropped everywhere, so every family is scored on k−1=2 teacher refs and 2 F refs):
    mean turn score per family; z(F−T) = paired mean(F_own − T_own)/SE; z(T−K) likewise; dis% = disagree-branch rate on the LOO gate.
  NOISE (full refs, live pairing): margin = mean(chal − king); SE = sd/√n; z = margin/SE; bSE/live = bootstrap SE ÷ that of the same-units
    live rule (live_c4 raw, live_sd sd); |z|/|z0| = |z| ÷ |z of live_c4| (how much of the live separation of these losing challengers survives);
    rho = Spearman of per-turn (chal − king) vs live_c4; dis% = gate rate; varD = share of Σ(d−d̄)² carried by disagree turns.
    minAG = min(act:jaccard:1, G), minAFG = min(AF, G): G (or typ) still bounds the disagree branch.
  ATTACKS (king's thought or action replaced): ≤king% = turns where attack ≤ honest king (ties count); harmless if ≥ 85%. '=' = exact-tie share.
    filler/generic/parrot(sampled y_F^0 pasted): stored swarm echoes, all turns. fparrotG (greedy y_F pasted into the thought), copyF (action := greedy y_F),
    lscmd/catcmd (action := `ls -la` / `cat <first file in prefix>`, bash only): Engy echoes on the subset; copyF/ls/cat on ALL turns for action-space alts.

== GATE RATES (fraction of turns where F disagrees with all teacher refs) ==
set            n    exact/G    exact/S   jac0.5/G   jac0.5/S   jac0.3/S  sur0.02/G  sur0.02/S   jac0.3/G   | yG=any yF  yG~yF  F self  C self  C~F  F all same
ALL         1489      73.6%      73.9%      34.6%      34.7%      21.2%      22.8%      23.2%      21.4%   |      54%   0.71    0.69    0.61  0.51      28%
bash         992      80.5%      81.4%      45.2%      45.9%      30.3%      21.0%      19.8%      30.3%   |      54%   0.66    0.63    0.53  0.41      24%
boxed        156       7.1%       5.1%       0.0%       0.0%       0.0%       6.4%       5.8%       0.0%   |      98%   0.98    0.98    0.99  0.98      87%
tool_call    341      83.9%      83.6%      19.6%      18.2%       4.4%      35.5%      41.1%       5.3%   |      36%   0.74    0.70    0.68  0.62      11%
  (yG=any yF: greedy action exactly equals one of the 3 samples; ~: mean token-Jaccard; self = sample 0 vs samples 1..2)

== TEST 1 HEADROOM (leave-one-out; the arbiter's point is F_own > T_own) ==
-- ALL --
rule                            F_own    T_own     king     chal  z(F-T)  F>T%  z(T-K)  z(F-K)  dis%
jac0.4/S   V                0.0%   0.00     0.94 +1.000    -0.46   -5.88   -4.12   +3.54
jac0.4/S   minRFG           0.0%   0.00     0.98 +1.000    -0.46   -5.88   -4.12   +3.54
jac0.5/G   act:jaccard:1    0.0%   0.00     0.97 +1.000    -0.46   -5.88   -4.12   +3.54
jac0.5/G   V                0.0%   0.00     0.92 +1.000    -0.46   -5.88   -4.12   +3.54
jac0.5/G   minRFG           0.0%   0.00     0.93 +1.000    -0.46   -5.88   -4.12   +3.54
jac0.5/S   act:jaccard:1    0.0%   0.00     0.99 +1.000    -0.46   -5.88   -4.12   +3.54
jac0.5/S   V                0.0%   0.00     0.96 +1.000    -0.46   -5.88   -4.12   +3.54
jac0.5/S   minRFG           0.0%   0.00     0.95 +1.000    -0.46   -5.88   -4.12   +3.54
jac0.6/G   act:jaccard:1    1.3%   0.00     0.99 +0.999    -0.45   -5.78   -4.04   +3.51
jac0.6/G   V                1.3%   0.87     2.74 +0.974    -0.55   -0.39   -3.31   -0.64
jac0.6/G   minRFG           1.3%   0.00     0.91 +0.987    -0.48   -5.92   -4.15   +3.60
jac0.6/S   act:jaccard:1    1.3%   0.00     0.95 +0.990    -0.46   -5.86   -4.12   +3.51
jac0.6/S   V                1.3%   0.87     2.77 +0.974    -0.55   -0.58   -3.96   -0.56
jac0.6/S   minRFG           1.3%   0.00     0.98 +0.987    -0.48   -5.88   -4.12   +3.54
jac0.7/G   act:jaccard:1    1.9%   0.00     0.92 +0.999    -0.45   -5.74   -3.97   +3.60
jac0.7/G   V                1.9%   0.87     2.52 +0.964    -0.55   -0.32   -3.32   -0.71
jac0.7/G   minRFG           1.9%   0.00     1.03 +0.986    -0.48   -5.92   -4.18   +3.51
jac0.7/S   act:jaccard:1    1.3%   0.00     0.99 +0.990    -0.46   -5.86   -4.12   +3.51
jac0.7/S   V                1.3%   0.87     2.53 +0.974    -0.55   -0.58   -3.96   -0.56
jac0.7/S   minRFG           1.3%   0.00     0.90 +0.987    -0.48   -5.88   -4.12   +3.54
jac0.8/G   act:jaccard:1    5.8%   0.00     0.91 +0.987    -0.47   -5.51   -3.72   +3.70
jac0.8/G   V                5.8%   0.88     2.78 +0.913    -0.72   -0.01   -2.30   -0.78
jac0.8/G   minRFG           5.8%   0.01     0.95 +0.955    -0.50   -6.05   -4.25   +3.76
jac0.8/S   act:jaccard:1    3.8%   0.00     0.92 +0.987    -0.46   -5.84   -4.07   +3.61
jac0.8/S   V                3.8%   0.88     2.88 +0.927    -0.67   -0.41   -3.18   -0.60
jac0.8/S   minRFG           3.8%   0.03     0.93 +0.965    -0.60   -5.88   -4.12   +3.54
jac0.9/G   act:jaccard:1    5.8%   0.00     1.00 +0.987    -0.47   -5.51   -3.71   +3.71
jac0.9/G   V                5.8%   0.88     2.74 +0.913    -0.72   +0.16   -1.41   -0.76
jac0.9/G   minRFG           5.8%   0.01     0.95 +0.955    -0.50   -6.05   -4.26   +3.76
jac0.9/S   act:jaccard:1    3.8%   0.00     0.97 +0.987    -0.46   -5.84   -4.06   +3.62
jac0.9/S   V                3.8%   0.88     2.64 +0.927    -0.67   -0.22   -2.08   -0.58
jac0.9/S   minRFG           3.8%   0.03     0.96 +0.965    -0.60   -5.88   -4.12   +3.54
sur0.005/G act:jaccard:1   21.8%   0.00     0.98 +0.911    -0.66   -5.22   -3.82   +3.37
sur0.005/G V               21.8%   0.88     2.84 +0.700    -0.78   +0.07   -2.27   -0.82
sur0.005/G minRFG          21.8%   0.07     0.90 +0.917    -0.45   -6.07   -4.19   +3.96
sur0.005/S act:jaccard:1   20.5%   0.00     0.93 +0.904    -0.67   -5.87   -4.38   +3.63
sur0.005/S V               20.5%   0.88     2.92 +0.716    -0.70   -0.38   -3.47   -0.67
sur0.005/S minRFG          20.5%   0.10     1.00 +0.927    -0.45   -5.86   -4.11   +3.52
sur0.01/G  act:jaccard:1   13.5%   0.00     0.97 +0.957    -0.67   -5.63   -3.86   +3.59
sur0.01/G  V               13.5%   0.88     2.92 +0.810    -0.78   -0.08   -2.38   -0.73
sur0.01/G  minRFG          13.5%   0.06     1.01 +0.928    -0.45   -6.07   -4.19   +3.96
sur0.01/S  act:jaccard:1   11.5%   0.00     0.95 +0.951    -0.69   -5.92   -4.00   +3.89
sur0.01/S  V               11.5%   0.88     2.80 +0.833    -0.70   -0.40   -3.11   -0.58
sur0.01/S  minRFG          11.5%   0.08     0.89 +0.936    -0.45   -5.86   -4.11   +3.53
sur0.02/G  act:jaccard:1    6.4%   0.00     0.93 +0.982    -0.51   -5.55   -3.79   +3.61
sur0.02/G  V                6.4%   0.88     2.72 +0.920    -0.71   -0.08   -2.29   -0.70
sur0.02/G  minRFG           6.4%   0.01     0.94 +0.954    -0.49   -6.05   -4.22   +3.85
sur0.02/S  act:jaccard:1    5.8%   0.00     0.97 +0.980    -0.50   -5.92   -4.07   +3.79
sur0.02/S  V                5.8%   0.88     2.94 +0.922    -0.66   -0.42   -3.17   -0.58
sur0.02/S  minRFG           5.8%   0.03     1.03 +0.962    -0.59   -5.86   -4.11   +3.53
sur0.05/G  act:jaccard:1    5.1%   0.00     0.92 +0.988    -0.47   -5.55   -3.79   +3.61
sur0.05/G  V                5.1%   0.88     2.83 +0.923    -0.72   -0.08   -2.29   -0.70
sur0.05/G  minRFG           5.1%   0.01     0.90 +0.955    -0.50   -6.05   -4.22   +3.85
sur0.05/S  act:jaccard:1    3.8%   0.00     0.92 +0.987    -0.46   -5.84   -4.07   +3.61
sur0.05/S  V                3.8%   0.88     2.72 +0.927    -0.67   -0.41   -3.18   -0.60
sur0.05/S  minRFG           3.8%   0.03     0.96 +0.965    -0.60   -5.88   -4.12   +3.54
sur0.1/G   act:jaccard:1    5.1%   0.00     0.93 +0.988    -0.47   -5.55   -3.79   +3.61
sur0.1/G   V                5.1%   0.88     2.77 +0.923    -0.72   -0.08   -2.29   -0.70
sur0.1/G   minRFG           5.1%   0.01     0.95 +0.955    -0.50   -6.05   -4.22   +3.85
sur0.1/S   act:jaccard:1    3.8%   0.00     0.97 +0.987    -0.46   -5.84   -4.07   +3.61
sur0.1/S   V                3.8%   0.88     2.72 +0.927    -0.67   -0.41   -3.18   -0.60
sur0.1/S   minRFG           3.8%   0.03     1.01 +0.965    -0.60   -5.88   -4.12   +3.54

-- tool_call --
gate       alt              rate   varD bSE/live    rho z_margin  z(F-T)  z(F-K)  z(T-K)
jac0.1/G   act:jaccard:1    0.0%   0.00     0.94 +1.000    -6.52  -12.97  -10.64   +4.16
jac0.1/G   V                0.0%   0.00     1.04 +1.000    -6.52  -13.55  -10.68   +4.74
jac0.1/G   minRFG           0.0%   0.00     0.96 +1.000    -6.52  -13.61  -10.71   +4.77
jac0.1/S   act:jaccard:1    0.0%   0.00     1.06 +1.000    -6.52  -13.12  -10.65   +4.27
jac0.1/S   V                0.0%   0.00     1.07 +1.000    -6.52  -13.55  -10.68   +4.74
jac0.1/S   minRFG           0.0%   0.00     1.05 +1.000    -6.52  -13.61  -10.71   +4.77
jac0.2/G   act:jaccard:1    0.9%   0.00     0.99 +0.985    -6.54  -12.15  -10.05   +3.98
jac0.2/G   V                0.9%   0.00     0.99 +0.989    -6.52  -13.23  -10.62   +4.40
jac0.2/G   minRFG           0.9%   0.00     1.02 +0.998    -6.52  -13.61  -10.71   +4.77
jac0.2/S   act:jaccard:1    1.8%   0.00     0.97 +0.987    -6.51  -12.45  -10.02   +4.33
jac0.2/S   V                1.8%   0.00     1.03 +0.983    -6.53  -13.45  -10.69   +4.59
jac0.2/S   minRFG           1.8%   0.00     1.06 +0.995    -6.52  -13.60  -10.71   +4.76
jac0.3/G   act:jaccard:1    5.3%   0.01     1.03 +0.940    -6.26   -9.33   -7.60   +3.17
jac0.3/G   V                5.3%   0.01     0.96 +0.944    -6.29  -11.95   -9.74   +3.98
jac0.3/G   minRFG           5.3%   0.06     0.97 +0.981    -6.52  -13.62  -10.66   +4.84
jac0.3/S   act:jaccard:1    4.4%   0.01     0.96 +0.958    -6.41  -10.25   -8.37   +3.43
jac0.3/S   V                4.4%   0.01     0.93 +0.942    -6.41  -12.90  -10.38   +4.01
jac0.3/S   minRFG           4.4%   0.05     0.98 +0.985    -6.52  -13.59  -10.70   +4.71
jac0.4/G   act:jaccard:1   10.0%   0.02     1.02 +0.856    -5.87   -6.44   -5.82   +1.43
jac0.4/G   V               10.0%   0.01     0.94 +0.875    -5.92  -10.15   -8.77   +3.09
jac0.4/G   minRFG          10.0%   0.13     1.02 +0.974    -6.51  -13.61  -10.63   +4.90
jac0.4/S   act:jaccard:1    8.2%   0.02     0.96 +0.897    -6.21   -8.65   -7.16   +3.00
jac0.4/S   V                8.2%   0.01     0.98 +0.908    -6.27  -11.79   -9.61   +3.73
jac0.4/S   minRFG           8.2%   0.07     0.99 +0.969    -6.52  -13.59  -10.67   +4.76
jac0.5/G   act:jaccard:1   19.6%   0.04     0.96 +0.727    -5.51   -4.14   -3.62   +1.03
jac0.5/G   V               19.6%   0.02     0.84 +0.790    -5.61   -8.41   -7.45   +2.06
jac0.5/G   minRFG          19.6%   0.20     1.08 +0.950    -6.50  -13.68  -10.62   +5.04
jac0.5/S   act:jaccard:1   18.2%   0.03     0.96 +0.749    -5.75   -6.47   -5.10   +2.56
jac0.5/S   V               18.2%   0.02     0.86 +0.826    -5.77   -9.46   -8.01   +2.53
jac0.5/S   minRFG          18.2%   0.17     1.04 +0.943    -6.51  -13.61  -10.61   +4.88
jac0.6/G   act:jaccard:1   31.7%   0.05     0.81 +0.579    -5.01   -1.46   -1.73   -0.33
jac0.6/G   V               31.7%   0.03     0.85 +0.652    -5.01   -5.31   -5.69   +0.06
jac0.6/G   minRFG          31.7%   0.34     0.99 +0.923    -6.51  -13.65  -10.63   +4.94
jac0.6/S   act:jaccard:1   30.8%   0.03     0.90 +0.589    -5.27   -3.87   -3.20   +1.27
jac0.6/S   V               30.8%   0.03     0.84 +0.671    -5.14   -5.98   -6.22   +0.38
jac0.6/S   minRFG          30.8%   0.32     1.02 +0.919    -6.52  -13.64  -10.65   +4.88
jac0.7/G   act:jaccard:1   42.8%   0.06     0.79 +0.440    -4.50   +0.90   -0.02   -1.37
jac0.7/G   V               42.8%   0.04     0.81 +0.552    -4.43   -3.29   -4.36   -1.09
jac0.7/G   minRFG          42.8%   0.45     1.00 +0.902    -6.52  -13.54  -10.65   +4.70
jac0.7/S   act:jaccard:1   43.7%   0.04     0.80 +0.449    -4.75   -1.18   -1.52   -0.32
jac0.7/S   V               43.7%   0.04     0.78 +0.581    -4.43   -3.88   -4.98   -1.09
jac0.7/S   minRFG          43.7%   0.41     0.95 +0.891    -6.51  -13.61  -10.63   +4.78
jac0.8/G   act:jaccard:1   55.4%   0.07     0.63 +0.303    -3.55   +2.96   +1.02   -2.65
jac0.8/G   V               55.4%   0.03     0.64 +0.458    -3.19   -1.14   -3.14   -2.41
jac0.8/G   minRFG          55.4%   0.65     1.01 +0.875    -6.51  -13.53  -10.63   +4.73
jac0.8/S   act:jaccard:1   57.2%   0.04     0.54 +0.257    -3.39   +0.81   -0.21   -1.37
jac0.8/S   V               57.2%   0.03     0.56 +0.422    -2.88   -2.31   -4.12   -2.14
jac0.8/S   minRFG          57.2%   0.70     0.99 +0.873    -6.51  -13.58  -10.63   +4.78
jac0.9/G   act:jaccard:1   69.5%   0.10     0.53 +0.176    -3.14   +5.39   +2.48   -3.79
jac0.9/G   V               69.5%   0.04     0.53 +0.378    -2.36   +1.01   -2.10   -4.20
jac0.9/G   minRFG          69.5%   0.75     0.96 +0.858    -6.51  -13.47  -10.57   +4.68
jac0.9/S   act:jaccard:1   69.8%   0.08     0.45 +0.111    -2.52   +3.60   +2.52   -1.47
jac0.9/S   V               69.8%   0.04     0.41 +0.333    -1.57   +0.46   -2.40   -3.65
jac0.9/S   minRFG          69.8%   0.83     1.06 +0.849    -6.52  -13.48  -10.53   +4.75
sur0.005/G act:jaccard:1   46.0%   0.06     0.83 +0.504    -4.99   -0.03   +0.17   +0.32
sur0.005/G V               46.0%   0.04     0.87 +0.563    -4.84   -3.93   -4.72   -0.81
sur0.005/G minRFG          46.0%   0.37     1.05 +0.904    -6.51  -13.55  -10.62   +4.82
sur0.005/S act:jaccard:1   50.7%   0.04     0.75 +0.394    -3.96   -3.23   -2.62   +1.04
sur0.005/S V               50.7%   0.04     0.65 +0.439    -3.48   -4.62   -5.36   -0.51
sur0.005/S minRFG          50.7%   0.56     1.02 +0.899    -6.52  -13.59  -10.69   +4.83
sur0.01/G  act:jaccard:1   42.5%   0.06     0.88 +0.554    -5.18   -1.03   -0.66   +0.59
sur0.01/G  V               42.5%   0.04     0.92 +0.584    -5.00   -4.93   -5.27   -0.10
sur0.01/G  minRFG          42.5%   0.34     1.11 +0.907    -6.52  -13.55  -10.65   +4.78
sur0.01/S  act:jaccard:1   46.9%   0.04     0.74 +0.478    -4.46   -3.55   -2.88   +1.26
sur0.01/S  V               46.9%   0.04     0.72 +0.485    -3.95   -4.89   -5.24   +0.07
sur0.01/S  minRFG          46.9%   0.49     0.97 +0.900    -6.52  -13.65  -10.67   +4.97
sur0.02/G  act:jaccard:1   35.5%   0.05     0.93 +0.669    -5.51   -2.78   -2.46   +0.63
sur0.02/G  V               35.5%   0.04     0.85 +0.640    -5.36   -6.16   -6.15   +0.62
sur0.02/G  minRFG          35.5%   0.25     0.95 +0.913    -6.52  -13.54  -10.67   +4.74
sur0.02/S  act:jaccard:1   41.1%   0.04     0.76 +0.545    -4.69   -4.79   -4.17   +1.35
sur0.02/S  V               41.1%   0.04     0.79 +0.536    -4.26   -6.16   -6.17   +0.64
sur0.02/S  minRFG          41.1%   0.45     0.97 +0.907    -6.52  -13.65  -10.65   +4.95
sur0.05/G  act:jaccard:1   27.0%   0.04     0.90 +0.749    -5.83   -6.09   -4.84   +1.90
sur0.05/G  V               27.0%   0.03     0.92 +0.725    -5.72   -8.10   -7.85   +1.15
sur0.05/G  minRFG          27.0%   0.14     0.99 +0.926    -6.52  -13.52  -10.66   +4.79
sur0.05/S  act:jaccard:1   26.1%   0.03     0.83 +0.696    -5.21   -7.65   -6.68   +2.18
sur0.05/S  V               26.1%   0.03     0.84 +0.666    -4.90   -8.04   -7.47   +1.67
sur0.05/S  minRFG          26.1%   0.31     1.03 +0.929    -6.53  -13.57  -10.62   +4.90
sur0.1/G   act:jaccard:1   16.1%   0.03     1.03 +0.853    -5.98   -8.60   -6.54   +3.45
sur0.1/G   V               16.1%   0.02     1.00 +0.806    -5.92  -10.29   -8.76   +2.85
sur0.1/G   minRFG          16.1%   0.12     0.95 +0.943    -6.52  -13.53  -10.65   +4.77
sur0.1/S   act:jaccard:1   12.9%   0.02     0.91 +0.832    -5.86  -10.07   -8.41   +3.35
sur0.1/S   V               12.9%   0.02     0.93 +0.827    -5.72  -10.55   -8.93   +3.18
sur0.1/S   minRFG          12.9%   0.15     0.99 +0.967    -6.51  -13.60  -10.65   +4.90

== sd-unit anchors (teacher_own LOO per dialect) ==
bash       sd_live 0.0235 sigma_t 0.0358 | R mu +0.0117 sd 0.0274; RF mu +0.0111 sd 0.0282; V mu -0.0410 sd 0.0953; act:jaccard:sampled mu -0.0066 sd 0.2324; act:jaccard:greedy mu +0.0104 sd 0.2576; AF mu +0.0027 sd 0.0526
boxed      sd_live 0.0095 sigma_t 0.0151 | R mu +0.0012 sd 0.0108; RF mu +0.0084 sd 0.0422; V mu -0.0173 sd 0.0580; act:jaccard:sampled mu -0.0034 sd 0.0392; act:jaccard:greedy mu +0.0024 sd 0.0528; AF mu +0.7037 sd 0.2607
tool_call  sd_live 0.2816 sigma_t 0.0360 | R mu +0.0025 sd 0.0057; RF mu +0.0024 sd 0.0056; V mu -0.0082 sd 0.0320; act:jaccard:sampled mu -0.0043 sd 0.1554; act:jaccard:greedy mu -0.0120 sd 0.1683; AF mu +0.0029 sd 0.0141

== DECISION per rule (pooled): headroom = F_own beats BOTH the teacher's own thought and the king, z(F−T) ≥ +2 AND z(F−K) ≥ +2 (AF rules: n/a); attacks = every stored + echo attack harmless (≤king on ≥85%; a rule blind to the action ties action swaps, flagged 'blind'); noise is reported, not gated: |z|/|z0| = retained separation of the live losers, rho vs live_c4 ==
  'opened' = ≤king% < 85% AND more than 5 pp below live_c4's own ≤king% on that attack (live_c4 itself sits near 58% on the sampled parrot).
live_c2                      headroom False attacks True  |z|/|z0| 1.03 rho +0.77 -> fail  <85%: parrot, fparrotG  blind: copyF, lscmd, catcmd
live_c4                      headroom False attacks True  |z|/|z0| 1.00 rho +1.00 -> fail  <85%: parrot, fparrotG  blind: copyF, lscmd, catcmd
live_sd                      headroom False attacks True  |z|/|z0| 1.02 rho +0.72 -> fail  <85%: parrot, fparrotG  blind: copyF, lscmd, catcmd
exact/G|act:jaccard:0.5      headroom False attacks False |z|/|z0| 0.34 rho +0.19 -> fail  opened: copyF  <85%: fparrotG
exact/G|act:jaccard:1        headroom True  attacks False |z|/|z0| 0.33 rho +0.18 -> fail  opened: copyF  <85%: fparrotG
exact/G|act:jaccard:2        headroom True  attacks False |z|/|z0| 0.28 rho +0.16 -> fail  opened: copyF  <85%: fparrotG
exact/G|act:exact:1          headroom True  attacks False |z|/|z0| 0.36 rho +0.36 -> fail  opened: copyF  <85%: fparrotG  blind: catcmd
exact/G|minAG                headroom False attacks False |z|/|z0| 1.03 rho +0.50 -> fail  opened: copyF  <85%: parrot, fparrotG
exact/G|RF                   headroom False attacks False |z|/|z0| 0.32 rho +0.29 -> fail  opened: filler, generic, parrot, fparrotG  blind: copyF, lscmd, catcmd
exact/G|V                    headroom True  attacks False |z|/|z0| 0.06 rho +0.21 -> fail  opened: filler, generic, parrot, fparrotG  blind: copyF, lscmd, catcmd
exact/G|AF                   headroom False attacks False |z|/|z0| 0.16 rho +0.19 -> fail  opened: copyF, lscmd, catcmd  <85%: fparrotG
exact/G|minRFG               headroom False attacks False |z|/|z0| 0.99 rho +0.60 -> fail  opened: parrot  <85%: fparrotG  blind: copyF, lscmd, catcmd
exact/G|minVG                headroom True  attacks False |z|/|z0| 0.92 rho +0.44 -> fail  opened: filler, parrot, fparrotG  blind: copyF, lscmd, catcmd
exact/G|minAFG               headroom False attacks False |z|/|z0| 0.97 rho +0.47 -> fail  opened: copyF, lscmd, catcmd  <85%: parrot, fparrotG
exact/S|act:jaccard:0.5      headroom False attacks False |z|/|z0| 0.26 rho +0.17 -> fail  opened: copyF
exact/S|act:jaccard:1        headroom True  attacks False |z|/|z0| 0.24 rho +0.16 -> fail  opened: copyF
exact/S|act:jaccard:2        headroom True  attacks False |z|/|z0| 0.20 rho +0.14 -> fail  opened: copyF
exact/S|act:exact:1          headroom True  attacks False |z|/|z0| 0.27 rho +0.33 -> fail  opened: copyF
exact/S|minAG                headroom False attacks False |z|/|z0| 1.02 rho +0.50 -> fail  opened: copyF  <85%: parrot, fparrotG
exact/S|RF                   headroom False attacks False |z|/|z0| 0.25 rho +0.28 -> fail  opened: filler, generic, parrot, fparrotG  blind: copyF, lscmd, catcmd
exact/S|V                    headroom True  attacks False |z|/|z0| 0.03 rho +0.19 -> fail  opened: filler, generic, parrot, fparrotG  blind: copyF, lscmd, catcmd
exact/S|AF                   headroom False attacks False |z|/|z0| 0.15 rho +0.17 -> fail  opened: copyF, lscmd, catcmd
exact/S|minRFG               headroom False attacks False |z|/|z0| 0.99 rho +0.60 -> fail  opened: parrot  <85%: fparrotG  blind: copyF, lscmd, catcmd
exact/S|minVG                headroom True  attacks False |z|/|z0| 0.93 rho +0.43 -> fail  opened: filler, parrot, fparrotG  blind: copyF, lscmd, catcmd
exact/S|minAFG               headroom False attacks False |z|/|z0| 0.97 rho +0.45 -> fail  opened: copyF, lscmd, catcmd  <85%: parrot, fparrotG
jac0.5/G|act:jaccard:0.5     headroom False attacks False |z|/|z0| 0.87 rho +0.66 -> fail  opened: copyF  <85%: parrot, fparrotG
jac0.5/G|act:jaccard:1       headroom False attacks False |z|/|z0| 0.85 rho +0.64 -> fail  opened: copyF  <85%: parrot, fparrotG
jac0.5/G|act:jaccard:2       headroom False attacks False |z|/|z0| 0.80 rho +0.63 -> fail  opened: copyF  <85%: parrot, fparrotG
jac0.5/G|act:exact:1         headroom False attacks False |z|/|z0| 0.88 rho +0.75 -> fail  opened: copyF  <85%: parrot, fparrotG  blind: lscmd, catcmd
jac0.5/G|minAG               headroom False attacks False |z|/|z0| 0.98 rho +0.77 -> fail  opened: copyF  <85%: parrot, fparrotG
jac0.5/G|RF                  headroom False attacks False |z|/|z0| 0.89 rho +0.66 -> fail  opened: filler, generic, parrot  <85%: fparrotG  blind: copyF, lscmd, catcmd
jac0.5/G|V                   headroom True  attacks False |z|/|z0| 0.84 rho +0.58 -> fail  opened: filler, generic, parrot, fparrotG  blind: copyF, lscmd, catcmd
jac0.5/G|AF                  headroom False attacks False |z|/|z0| 0.83 rho +0.58 -> fail  opened: copyF, catcmd  <85%: parrot, fparrotG
jac0.5/G|minRFG              headroom False attacks False |z|/|z0| 1.00 rho +0.77 -> fail  opened: parrot  <85%: fparrotG  blind: copyF, lscmd, catcmd
jac0.5/G|minVG               headroom True  attacks False |z|/|z0| 0.96 rho +0.68 -> fail  opened: filler, parrot, fparrotG  blind: copyF, lscmd, catcmd
jac0.5/G|minAFG              headroom False attacks False |z|/|z0| 0.96 rho +0.67 -> fail  opened: copyF, catcmd  <85%: parrot, fparrotG
jac0.5/S|act:jaccard:0.5     headroom False attacks False |z|/|z0| 0.89 rho +0.64 -> fail  opened: copyF  <85%: parrot, fparrotG
jac0.5/S|act:jaccard:1       headroom False attacks False |z|/|z0| 0.88 rho +0.62 -> fail  opened: copyF  <85%: parrot, fparrotG
jac0.5/S|act:jaccard:2       headroom False attacks False |z|/|z0| 0.86 rho +0.60 -> fail  opened: copyF  <85%: parrot, fparrotG
jac0.5/S|act:exact:1         headroom False attacks False |z|/|z0| 0.90 rho +0.74 -> fail  opened: copyF  <85%: parrot, fparrotG
jac0.5/S|minAG               headroom False attacks False |z|/|z0| 0.99 rho +0.76 -> fail  opened: copyF  <85%: parrot, fparrotG
jac0.5/S|RF                  headroom False attacks False |z|/|z0| 0.90 rho +0.64 -> fail  opened: filler, generic, parrot, fparrotG  blind: copyF, lscmd, catcmd
jac0.5/S|V                   headroom True  attacks False |z|/|z0| 0.87 rho +0.58 -> fail  opened: filler, generic, parrot, fparrotG  blind: copyF, lscmd, catcmd
jac0.5/S|AF                  headroom False attacks False |z|/|z0| 0.88 rho +0.56 -> fail  opened: copyF, catcmd  <85%: parrot, fparrotG
jac0.5/S|minRFG              headroom False attacks False |z|/|z0| 1.00 rho +0.76 -> fail  opened: parrot  <85%: fparrotG  blind: copyF, lscmd, catcmd
jac0.5/S|minVG               headroom True  attacks False |z|/|z0| 0.97 rho +0.65 -> fail  opened: filler, parrot, fparrotG  blind: copyF, lscmd, catcmd
jac0.5/S|minAFG              headroom False attacks False |z|/|z0| 0.98 rho +0.65 -> fail  opened: copyF  <85%: parrot, fparrotG
jac0.3/S|act:jaccard:0.5     headroom False attacks False |z|/|z0| 0.98 rho +0.81 -> fail  opened: copyF  <85%: parrot, fparrotG
jac0.3/S|act:jaccard:1       headroom False attacks False |z|/|z0| 0.98 rho +0.80 -> fail  opened: copyF  <85%: parrot, fparrotG
jac0.3/S|act:jaccard:2       headroom False attacks False |z|/|z0| 0.97 rho +0.78 -> fail  opened: copyF  <85%: parrot, fparrotG
jac0.3/S|act:exact:1         headroom False attacks True  |z|/|z0| 0.98 rho +0.86 -> fail  <85%: parrot, fparrotG  blind: lscmd, catcmd
